	text	emotion
3768	During a party I overheard a conversation about china. When I á wanted to give my opinion one of the people came out to be Chinese á and his opinion was right of course.	6
3769	When I didn't bring my girlfriend home one night. Later she told á me that a cardriver solicited her.	7
3770	When an old schoolfriend phoned me to arrange an appointment to á talk about old memories. I hadn't seen him for 8 years.	1
3771	Standing in a crowed shop or in a closed room with too much á people in it. This gives me a fearful experience.	2
3772	My older brother who gives me unwanted advices about problems in á my relationship with my girlfriend.	3
3773	My girlfriend left the house in which we lived together a few á months ago. This made me very sad.	4
3774	"When my parents behave very \witty\"" towards me, they make insipid á"	5
3775	Making an unexpected talk with a professor in the canteen. This á made me shy.	6
3776	Flirting with other girls while I already had a very good á relationship. When there are problems in my relationship, the á flirting increases as does the feeling of guilt.	7
3777	Occurs frequently. A recent experience: when going out with many á friends, nice music, after the examinations, I felt so happy I á could have embraced everybody.	1
3778	I lived alone in a repulsive area in the city of Rotterdam. I was á annoyed, heard a lot of Burglary and assaults. Especially in the evening á and the night I frequently felt anxious.	2
3779	Being treated unfairly and being hurt by someone I love.	3
3780	When I finished a relation after four years, leading to much á sorrow for the other one and myself (\although it was the best á	4
3781	Every time I meet a certain person. We cannot get on well á together, we dislike each other.	5
3782	When coming up for trial because of shop lifting.	6
3783	Being catched when stealing.	7
3784	I fell over head and ears in love with someone who appeared to be á in love with me. it made me so happy that I could hardly sleep á and eat for one week.	1
3785	One night I had to bike home all alone after a party. Then I á found out that I was pursued by a man in a car.	2
3786	I had a quarrel with my father, because I was of the opinion that á he decided in an authoritarian way which TV program we should á watch. I became very angry and started throwing things through á the room.	3
3787	My boyfriend finished our relationship when I started studying á psychology in Nijegen, because then we would not be able to meet á frequently anymore.	4
3788	A friend had a quarrel with the mother of her boyfriend because á she and her friend decided to go and live together. She needed á money for removal, then she made a great effort to reconcile.	5
3789	I was catched when, as a little girl, I played tricks. I was very á startled then and wet my pants.	6
3790	I was of the opinion that 12.00 pm was too early to be back at á home after going out, so I stayed away longer, knowing that my á mother would be worried.	7
3791	I was called and invited to have a talk about a job I wanted to have.	1
3792	Once late at night (around midnight) a person asked me to give á him a lift. He suddenly tried to attack me but I could escape. á After this he followed me for a little while.	2
3793	There was a lot of irritation between me and a person who lives á in the same house where I live. Suddenly it became too much for me and I á accused him of several things.	3
3794	The end of a relationship (after 4 years) by doing this I hurt á the other person very much.	4
3795	I saw a terrible accident in which the driver of a motor was á thrown through the frontwindow of a car. His face was completely á away.	5
3796	I am troubled by hair growing in my neck. I was troubled by this á for a long time and was much ashamed when someone brought his/her á hands close to my face.	6
3797	Against the will and without the approval of my parents I went á for a few days to my boyfriend in Germany.	7
3798	When a friend of me came for an unexpected visit.	1
3799	When I thought the house was on fire at night.	2
3800	When I was at an official meeting I asked a question to a person. á His response was not directed at me but at the chairman.	3
3801	When the mother of a good friend of mine died.	4
3802	A teacher was very blunt in his relation to a child so that the á child was very upset when arriving at home.	5
3803	I was very angry at someone.	6
3804	That I didn't take the time to make an appointment with someone.	7
3805	After I saw my family and good friends back after staying one á year in a foreign country. 	1
3806	When a good friend of mine behaved in a very cool manner to me á for a very long time.	2
3807	I was in the library of medical psychology and walked into the á wrong direction. A man who came out of a room threated me very á denigrating and I became very angry in a resisting manner.	3
3808	A good friend of mine died. During the funeral I felt an intense á feeling of sadness.	4
3809	When an uncle of mine who is very ill started to cough wich á sounded very dirty. (He can't help it of course).	5
3810	At Christmas night there was a good movie on television which I á wanted to see for years. I was whining about it till someone told á me it was very childish. Then I felt shame.	6
3811	A good friend of mine who is at the moment in a foreign country. á I didn't write her for several months and now I feel guilty.	7
3812	When I go out with my friend with enough money and good sense to á our favorite dancing.	1
3813	When going out I am threatened regularly by two punk-girls.	2
3814	A friend started to shout at me. He called me an old frump.	3
3815	My relationship with a boyfriend was finished and I didn't á succeed a years-course.	4
3816	My father is someone I disgust. So when he comes close to me á a feeling of disgust overwhelms me. When I stay a week-end at my á parent's place I will remember it for long time.	5
3817	After a party in which I made love with a boy in public. Later on á I heard that others were talking about me and called me a slut.	6
3818	When I got associated with a boy one year ago, I neglected my á best friend. When the relation with this boy finished she behaved á very easy-going towards me. I felt guilty then.	7
3819	When I made the winning goal during a very important football á game.	1
3820	A terrible cloud-burst started when we were camping in a tent on á a great bald field.	2
3821	"Seeing for the first time pictures about the so called á \treatment\"" of Jewish people in Nazi-Germany during World War II."""	3
3822	The death of my mother-in-law after a long sick-bed. at the á moment of dying I was with her.	4
3823	I was looking at a one-man show on television. He told very á disgusting things so that I started to be disgusted with it. á (Later on it proved that this was his intention).	5
3824	I was drinking a glass of wine and eating something when there á suddenly appeared pictures about the famine in some parts of á Africa.	6
3825	When I don't go to my parents on Sunday and phone them to tell á them that I have to study. The truth is that I listened to sports á on the radio.	7
3826	When it appeared that I was not pregnant when I was several weeks á overtime.	1
3827	The same situation as with sadness. I was afraid about what my á parents would further do to distroy my relationship.	2
3828	Once again my parents distroyed a relationship.	3
3829	I had this feeling when my parents distroyed a relationship with á a boy because they thought he was bad and irresponsible.	4
3830	After the accident which I described in SHAME. I came to myself á and saw how terrible everything looked like. I disgusted myself á and everything I saw.	5
3831	A sudden end to the relationship with my first girlfriend.	4
3832	I heard part of a conversation in which one talked very low about á women.	5
3833	In an important situation for me, my father behaved inadequately.	6
3834	When I took the car of someone without saying it to him.	7
3835	I felt joy when I heard that I was accepted for the Free á University in Driebergen.	1
3836	When a good friend of me told me one evening that she didn't want á to live anymore.	2
3837	I felt anger when at the end of a telephone call, a good friend á told me that she would go to travel next year with another good á friend. We couldn't talk this out.	3
3838	I was very sad when I had to leave persons with whom I had a very á intense relationship I also had to leave the environment which á was part of this.	4
3839	I felt disgust after watching a picture on television about á torturing political prisoners in India (this happened in the á India of Indira Ghandi).	5
3840	I made a very insulting remark against a person whom I care for á very much. This event was caused by a third person who didn't á like the person I insulted.	6
3841	I felt guilt towards my mother when I went to live on rooms in á Nijmegen where I study.	7
3842	When my boyfriend and I went out for a dinner and subsequently á went to his family. We had a very nice evening.	1
3843	When I walk through streets late at night. This is because I and á my friends were attacked one night without any reason for it.	2
3844	When I got the feeling that I had to do all the housekeeping á while my boyfriend didn't do anything. This happened in a period á of exams when I had to study very hard.	3
3845	When my best friend got a boyfriend. Because of this a á relationship of ten years was finished abruptely.	4
3846	I feel disgust when hearing or seeing other people being treated á inhumanely. For example torturing in chili.	5
3847	In my opinion guilt is a feeling which goes together with shame. á Here then I refer to the situation of guilt.	6
3848	When I became angry at my boyfriend without any reason. I know he á cannot bear me being angry at him and that he can't study anymore á then.	7
3849	The day I heard that I passed the high school exam.	1
3850	I was living in rooms in a very lonely, quiet neigbourhood. á During the night it was very silent and this frightened me. The á fact of being alone in that house frightened me.	2
3851	We had to move to a very different city because the company where á my father worked also moved to that place. It was very difficult á for me to make new friends than.	3
3852	A very close friend of mine died. I read it in the newspaper. I á didn't know what to do and thought about it the whole day.	4
3853	A girl who also hires a room in the house where I live always á tries to make a quarrel with everyone available she disgusts me.	5
3854	A teacher spent a lot of time helping me without wanting to be á paid for it. For the exam I didn't got a good grade and I felt á ashamed.	6
3855	I knew I had to take an exam very soon but yet I couldn't start á studying. I also knew it was very imprtant to succeed the exam á this time.	7
3856	When Christmas holiday started, I felt very joyful when I á finished my last exam.	1
3857	I was raped once when I went through a dark alley at the back of á our house. The man pushed me in the bushes. I fought back and á succeeded to escape.	2
3858	I was very angry at my father when he didn't give me as much á money as my brother to use for studying. Once again my brother á was better off then me.	3
3859	When my gradmother died.  I felt very sad then ... The feeling á started to be worse after a while.	4
3860	When I ate a rotten apple.	5
3861	When I didn't meet an appointment I had made. The person phoned á me but I thought of something (I told I was ill) so that I didn't á have to go.	6
3862	When I have to take exams I am very excited and have not much á time for the housekeeping. Then my friend has to do everything.	7
3863	My boyfriend was playing with my cat. He was playing games with her á and telling nice things to her. 	1
3864	When I slept for the first time all alone in the house where I á live now. A man phoned me at 2.00 am. He wanted something from á me. I was afraid.	2
3865	My boyfriend told me that I had very high demands towards him. In á my opinion this was wrong.	3
3866	I hadn't been at my parent's place for a long time. When I went to á visit them I had high expectations, but when I was there it was á very different from what I expected.	4
3867	I read a story in the newspaper about butchers treating their á animals very badly. They disgusted me.	5
3868	I was eating in a very nice restaurant, when the servant asked á whether I liked the food I told him that I liked it but that á there was one thing which wasn't so good. The servant than worked á very hard to make it good.	6
3869	A few weeks ago I thought about an exam I had to take soon. I á remembered this just before I had to go to sleep. I felt guilt á because at the beginning of the year I planned to succeed.	7
3870	During my high school time I succeeded to play a concert of á Mozart on the piano when I gave my first performance I succeeded á to play it very well.	1
3871	"When a car ran into me. The moment that I felt on the street I á thought \This is my end, I am going to die\""."""	2
3872	When our cat was killed in a car-accident I was very angry at the á driver of the car because he didn't take enough care.	3
3873	There is a boy who I love very much. I asked him to have dinner á with me, but he refused I don't know why he didn't go with me, á but I felt very lonely.	4
3874	I saw a dog who was eating excrements.	5
3875	During my Highschool time I was chairman of the student's á comitee. In this function I once had to make a speech to a large á audience and I was very nervous. After three sentences I forgot á my text.	6
3876	During a holiday in East-Germany I got aquainted with a boy who á lived there. We started writing, but I only wrote once. I felt á ashamed because I probably was one of his sparse contacts with á western Europe.	7
3877	When I saw a good friend again after not having seen her for a á long time.	1
3878	When I slipped on a glazed frost road and a car almost ran into á me.	2
3879	When people without my permission pry in my belongings and take á things out of it.	3
3880	When I noticed that my parents were not in such a prosperity as á most people in my surroundings.	4
3881	Seeing a pornographic movie in which animals were used.	5
3882	When I went for the first time in my life to a nudist-beach.	6
3883	I was caught sneaking sweets.	7
3884	When I went to visit a friend in the hospital. She had to undergo á an operation for rupture. I was glad to hear that the operation á succeeded and that she was relieved of her pain.	1
3885	I had an appointment with a good friend. He came 3 hours later á than we agreed upon. During the last hour of waiting I was afraid á something might had happened, because usally he is in time.	2
3886	I worked together with another student on a computer-assignment. á She didn't do her best and didn't prepare herself for it. She á expected me to explain it to her.	3
3887	I had a quarrel with a good friend about the fact that I didn't á pay her a visit when she expected me to come. Hereafter I was á very sad because it became a real quarrel.	4
3888	I was hitch-hiking when a man stopped and gave me a lift to á Nijmegen. During the ride he asked me whether I was in for fun. á The man was fat and tatooed.	5
3889	I forgot something I agreed upon with a good friend.	6
3890	I became very angry with my friend because he didn't do shopping, á while we agreed on him doing this. My being angry was proved to be á without reason and I felt guilty about it.	7
3891	When I got the positive result of my examination to achieve the á Bachelor Degree in Plychology.	1
3892	When I was 12 years old I frequently was pursued by others and á got sound thrashes.	2
3893	My girlfriend one day went out and promised to be back at 6.00 pm á however she first arrived at 10.00 pm, without a message (we had á to go out that evening).	3
3894	When my girlfriend decided to finish our relation.	4
3895	When once again I drank too much and felt very rotten the morning á after.	5
3896	When I overslept for the second time on the day I had an á examination.	6
3897	When having a relationship, I made love with another girl.	7
3898	When the girl with whom I am in love smiles at me.	1
3899	When biking and I felt very bad (problems with heart and á respiration).	2
3900	When a discussion resulted in an insult, which in my opinion, was á not justified.	3
3901	When I realized that it did not make much sense to start a á relationship with a girl who was not very constructive to á establish a firm relationship.	4
3902	When I had to finish those big amounts of homework in time.	5
3903	When I gave water to the plants of a friend. Then one plant fell á over, and a little statue broke. I, of course, had to tell him á everything.	6
3904	When I had broken a piece of glass of the refrigerator by putting á a hot pan in it.	7
3905	On my birthday when several good friends came to visit me.	1
3906	I went to the apartment of my boyfriend and saw some people á before his door. I thought that something had happened.	2
3907	My father called me (behind my mother's back) and told me that my á mother disapproved my behavior in the weekend. However, he didn't á tell me the details and left me with unanswered questions.	3
3908	I felt very lonely, was very dissatisfied with myself when I á realised that I could feel very jealous of other women because á of my boyfriend.	4
3909	A scene in a film in which one man repressed another one. By á concidence, their position was reversed. The other man was á repressed in an identical way as he did before.	5
3910	When I do not succeed in making myself clear to other people. á When they do not understand what I say.	6
3911	After the death of a girl who I disliked.	7
3912	I felt joyful when my boyfriend met me at the station, while at á first he had said that he would not do that.	1
3913	"I was very startled when, at night at 2.00 am, a boy approached á me and yelled \I fuck you\"", then however he stopped and laughed at á"	2
3914	When someone does not listen to me after having asked me to á repeat what I said. This happened more than one time with the á same person.	3
3915	I felt very sad when I heard that a friend had committed suicide.	4
3916	One night I saw a man being knocked down by two other men. The á victim was kicked against his head.	5
3917	When I made acquaintance with the parents of my boyfriend for the á first time. They spoke Limburgian (a dutch dialect) and one of my á first remarks was that I disliked Limburgian dialect.	6
3918	When I cancelled an appointment with an idle story. Afterwards á it appeared that the person had looked forward to it and reserved á time for it.	7
3919	For a few days I felt very miserable, distressed and listless, á with crying fits. When this was over I felt very happy, although á there was no special reason.	1
3920	I was testing my new roller skates in the street, suddenly a dog á ran barking in my direction, very threatening. I was very á startled and terribly upset.	2
3921	Out on a weekend with a group of people, everybody felt irritated á because at night the music didn't stop in time. And at breakfast á my boyfriend ran away because we didn't agree with him. I felt á angry.	3
3922	Recently I felt very sad without any reason. It lasted for a few á days. There was nothing I liked in that period.	4
3923	Someone told me a story of Amnesty International: a boy was á killed and his head was put in the litter of his girlfriend. It á looked as if she was pregnant, then she died. It is disgusting, I á can hardly write it down.	5
3924	I cried for 3 hours because I felt very miserable. Then I called á my boyfriend and he said lovely things to me. After this feeling á disappeared I felt ashamed.	6
3925	Yesterday my boyfriend and I wanted to play billiards. However á there were boys playing (5 times). My boyfriend then is fed up á and chagrined. In such case I think it is my fault.	7
3926	When my boyfriend and I experience something nice or when we have á made a nice walk together.	1
3927	The weather is very bad (fog and slipperiness) the newcast á reports many traffic accidents and my boyfriend is driving home á and still has 60 kilometers to go.	2
3928	Someone told me that he would stay at my home for one night. á Therefore I made big efforts to make everything ok (food). One day á before he cancelled the appointment because he had to go to á church with his parents.	3
3929	We had to take our cat to the vet for mercy killing (an á injection).	4
3930	When people are eating unsavoury (smacking, belching, speaking á with food in their mouth, etc.).	5
3931	"A girl in our class was nicknamed \fatsy\"". Later, I heard that á"	6
3932	I made an appointment to pick up someone. However I arrived á too late and she had to wait a quarter of an hour.	7
3933	One night I had a very good conversation with two friends. I then á realized how worthy they were for me and how happy I was to á have them as friends.	1
3934	In the morning just before going to the dentist.	2
3935	When a very close friend with whom I have a very intimate and á bodily relationship (he had a girlfriend) started to avoid me and á didn't want to talk to me any more.	3
3936	When a good friend with whom I had an intimate relationship made á clear that he didn't want to continue in the same way. He choose á his girlfriend (also a friend of mine).	4
3937	When I made love with someone who I didn't really love. Sometimes á I even considered him unlikable.	5
3938	I had a short lasting sexual relationship with someone I didn't á love.	6
3939	When I realized that I avoided two good friends with whom I á always shared toys and sorrows. I made up idle stories to avoid á telling them what happened to me.	7
3940	My boyfriend suffered form ill health for some months, this week á the physician told him that he was restored to health.	1
3941	When going out in the weekend I have to bike 5 kilometers through á lonely and dark polders, then I always have terrifying fantasies.	2
3942	I made an appointment with a friend to drink coffee togehter. á However, for the third time in that week she arrived an hour too á late.	3
3943	My dear hamster (called Hannes) died at the age of 2 and 1/2 years. á His shape forced me to mercy killing (an injection).	4
3944	I read a newspaper report that a little boy was forced to look á while his sister was raped.	5
3945	We had made an appointment to complete together a piece of work. á It appeared that I was the only one who hadn't prepared anything.	6
3946	I call my mother at least once a week. However last week I á completely forgot. This morning she called me, she thought I felt á ill.	7
3947	After the funeral of an acquaintance I felt very depressed. That á feeling turned into joy when I heard that I had achieved a good á grade for an examination.	1
3948	I had to call someone and make an appointment for a conversation. á I was very afraid to fail.	2
3949	When, after having cleaned up the kitchen, two hours later I saw á that there was a big mess. It irritated me very much.	3
3950	One night I was called and told that the father of a close friend á died. When I visited my friend at home and when attending the á funeral I felt very sad.	4
3951	I cannot remember exactly such a situation. But I know that á once I went to a very dirty lavatory and that disgusted me.	5
3952	Once by coincidence I clutched a stranger (in a rather intimate á way), thinking it was my boyfriend. When by hindsight I á feel ashamed when thinking about it.	6
3953	I once torn the inner tube of a bike, that was not mine. Then I á saw it was a brand new one. I felt very guilty then.	7
3954	When I found out that the girl, with whom I was in love, loved me á too.	1
3955	When my mother threatened me with thrushing me of the stairs, when á I once more should make a comment.	2
3956	When being made look a fool by the teacher in front of the class á during a turn.	3
3957	My mother unjustly became very angry with me and sent me to my á room while my father explained that the way she saw things was á not correct. I had done things with the best intentions.	4
3958	My mother was very angry with my little sister and told her to á put her hands on the table in order to beat her hands up. She á forced by means of her power.	5
3959	A friend came for dinner with me at home. His parents are á ordinary people. My mother, however, used the very expensive á porcelain dinner-service and the silver cutlery. I felt very á ashamed.	6
3960	Once after falling in love, I imagined that particular girl to be á perfect and completely overshadowing my girlfriend. Afterwards I á realized that this image was not objective. I felt guilty against á both girls.	7
3961	Once a week I work as a volunteer in a biologic garden. this work á in the garden and the contact with other volunteers filled me á with joy. They also gave me support after I failed passing my á driver's test.	1
3962	My friend and I planned to search for old documents and utensils á in the cellar. It was very late at night when we arrived in the á cellar. He indicated the place where the police (40 years ago) found á two dead bodies. I got very scared when he told me this story.	2
3963	When someone made me a compliment after an examination just at á the moment I needed it. It was amicable, hearty and sincere.	1
3964	When I went up the stairs in a high, dark house full of shadows, á passed a door and had the feeling that someone or something was á behind me, although I knew I was alone.	2
3965	A friend told me it would be better for me not to be on familiar á terms with another friend, although, in my opinion he had no á reason to say such things. He only said so hoping that I á would search support from him (that, however, was not necessary).	3
3966	I had a good relationship with two friends. Once without reason, á they clearly showed that they thought I was naive, dull and á unable to take care for myself, while I expostulated that I could á manage things.	4
3967	When I see that some people remain cold and egoistic with regard á to close friends, even in situations that those friends need á them.	5
3968	When I state things with great positiveness and try to convince á others, and it appears that my statement is not right.	6
3969	A certain friend evokes positive feelings, when I am with him but á negative feelings when he is not present. I feel the need to á express those negative feelings. However, when I speak about him, á I always think: Why do I like this, he does not deserve this, but á still I do so.	7
3970	A few days ago, I hitch-hiked to Arnhems with a friend. á Everything went well: they picked us up very quickly, the sun was á shining, I was feeling free and, for the first time after long á time, happy. I really had the feeling that I was living at full á speed.	1
3971	My grandmother several times has been struck by cerebral á hemorrhages. Until now she recovered well each time, but there is á always the threat to loose her.	2
3972	I had made an appointment with three friends. We had to go out á together. When I arrived at the place, the other persons weren't á there. I became very angry because I thought they were gone á without me. That, however, didn't appear to be the case.	3
3973	I finished the relationship with my boyfriend, after having felt á myself very unhappy for a long time.	4
3974	A few days after I had finished the relationship with my á boyfriend, we had a quarrel. Then he hit me. At that moment I á found him disgusting.	5
3975	I was taking a shower in a cubicle in France. Then I discovered á that a few children were loking at me from the adjacent cubicle.	6
3976	I know that a certain person feels very lonely, and that she á always looks forward to seeing me. However, often I am too á busy to visit her, then I feel guilty.	7
3977	A close relative of mine underwent a difficult operation, and everything á turned out fine.	1
3978	When I get into the tube or the train without paying for the á ticket.	2
3979	A class-mate urged me to carry out a particular protest along á with him, and when the time came this fellow drew back while I á had to face the situation.	3
3980	When I failed the entrance exam to IMEC.	4
3981	When I saw someone eating live worms.	5
3982	When I was a child my parents caught me with a pornographic á magazine.	6
3983	When they told me that I had got a study grant.	1
3984	When I wore a grotesque figure hanging down my back.	6
3985	Because I had not studied.	7
3986	When my father was saved from a severe work accident.	1
3987	When I was a child I hid under the sheets out of fear of á darkness.	2
3988	When I first saw a person begging.	3
3989	When my basket ball team lost the qualification at a final.	4
3990	When I see rotten meat.	5
3991	When a person whom I do not want to see is continously present.	6
3992	When I failed an exam I thought I could pass easily.	7
3993	When I got to know that I had passed the university entrance á exam.  I thought that I had done one of the exams badly.	1
3994	When I was very young, one day, I was in the street with my á father and brother.   While my father was talking to some á friends, I saw a dog and began to pat it.  My father told me á sharply to stop doing it because the dog had mange.  Then my á brother told me that I would die and I could not stop crying á after this.	2
3995	We hitch hiked our way back from a town rather drunk.  We were á dropped in another town which was unknown to us.  I needed to á urinate, so I did it on a wall which turned out to belong to the á military headquarters.  They arrested me and made me pay a fine á of 500 pts.  We had to go home on foot (6 km) since it was too á late for anyone to give us a lift.	3
3996	I was to meet a girl in a discotheque.  She was very pretty and I á was very happy.  But she did not turn up.  Thank God, there were á some other friends there and I was able to have a more or less á good time.	4
3997	I had a class-mate who was rather stupid.  I did not like him á but I respected him.  When he tried to talk to someone, they á would not listen to him and I could not bear seeing this.	5
3998	I met a friend in a discotheque. he was with a girl and he told á me that she was not his girlfriend.  I, to say something, á commented that she must be a viscious woman.  He then told me á that she was his girl.	6
3999	I went to a pub with a group of friends (not very close) and á I was with one girl most of the time, while the other girls in the á group wanted to be with me.  They stopped talking to the girl I á was with.	7
4000	The day some friends of mine and I decided to go to Galicia on á holiday.	1
4001	Before an exam which I, finally did not take.	2
4002	At home when they lost three pieces of my puzzle.	3
4003	When I had an argument with a friend.	4
4004	When I am dirty because I have not had a shower for a few days.	5
4005	Once I did not have enough money to pay for a coffee.	6
4006	After an argument with a friend of mine.	7
4007	A friend of mine told me that I had passed the entrance exam to á the university.	1
4008	Before taking an exam.	2
4009	My family told me to leave if I was not willing to accept the á conditions they imposed on me.	3
4010	A friend of mine called me when I was not at home.  I phoned her á back to know what she wanted and she told me that she had dialled á the wrong number.	4
4011	I had to change a baby's clothes for the first time.	5
4012	I fell outside the door of my house.	6
4013	My younger sister was almost run over by a lorry.	7
4014	When my brother was born.	1
4015	When I almost fell down from some rocks because I had been acting á foolishly and playing dangerously.	2
4016	Once I saw some children hunting a cat to death.	3
4017	The death of a friend.	4
4018	When I saw a scene on T.V where a castration was shown.	5
4019	Once I answered my father rudely.	6
4020	When my brother ran away from home and I thought it was because á of my continously scolding him.	7
4021	When I saw that I had passed the university entrance exam.  It á made me forget all my problems.	1
4022	When I was ten I got shut in the school with a friend.  I had to á jump out of a window and cross a beam 10 metres high.	2
4023	When I was told that a boy did not want to be my friend without á any apparent reason.	3
4024	When I learnt that a boy I liked had been with a girl for three á years.	4
4025	When a very dirty class-mate farted in my  presence.  There was a á terrible smell.	5
4026	When I realized that I had a hole in my trousers after having gone á for a walk.	6
4027	When I had an argument with my grandfather the day my younger á brother was born.	7
4028	When I saw my 16 year old sister at home after having waited for á her all night, not knowing where she was.	1
4029	While I was waiting for them to give me the marks of the most á difficult subject this year.	2
4030	I had an argument with my mother because I criticized the rules á she imposes at home, which are too rigid and arbitrary for me.	3
4031	When I learned that a friend of mine had not been speaking to her á boyfriend for a week after an argument because of unfounded á jealousy.	4
4032	On seeing a scene of an accident in a magazine.	5
4033	A few days back I had to ask a professor a ridiculous question á because I had lost at a game of cards and had to pay a forfeit.	6
4034	When I shouted at my mother when she was nervous and depressed.	7
4035	After several days delay in my girlfriend's menstration I was á very glad to see that the pregnancy test was negative.	1
4036	"When I saw a TV program on the North American military plan á called \The startwar\""."""	2
4037	I felt angry when I saw on T.V the last slaughter of negroes in á South Africa.	3
4038	When I saw the pictures of the draught in Etiopia.	4
4039	Whenever I see an alcoholic.	5
4040	On New Year's Eve, when I went to the house of my girlfriend's á parents to meet them.	6
4041	When I failed an exam for which I knew that I had not studied á hard enough.	7
4042	The day the Real Madrid team of basket ball qualified for the á final at Athens.	1
4043	The last time I was face to face with with the monstrous dog á which lives in my street.	2
4044	During a trivial (friendly) discussion, one of the participants á made an intervention which made me feel uncomfortable.	3
4045	When I heard the last regulation of the socialist govrenment á concerning pensions.	4
4046	When I got to know the details if the famine in East Africa.	5
4047	The last time I had to phone the Registry, after having called á them so many times in the last few days.	6
4048	"During an argument with my brother, I behaved rather á intransigently, even cruelly, wishing to morally hurt the \person\"" á"	7
4049	When I passed an important exam.	1
4050	In a rather important exam, when they caught me red handed á copying.	2
4051	"When my father addressed me directly and maliciously, thus á including me in the \family war\""."""	3
4052	When my parents got divorced.	4
4053	When I was a child, one day while playing, I fell up to my waist á in mud.	5
4054	When I was dismissed from a job after having been accused of theft.	6
4055	When I was with a girl who seemed to love me, while I was with á her just to go to bed with her.	7
4056	When I passed an exam which I had failed last year.	1
4057	When I go out alone at night.	2
4058	A murder.	3
4059	When I failed two subjects last year.	4
4060	When I see people who have no sentiments.	5
4061	I think that I am rather shy and do not mix with people as I á would have liked to, out of shyness.	6
4062	When I triffled with other people.	7
4063	When I was told that I could take a week off and go for a trip á with my friends.	1
4064	Every time I went home with my school report.	2
4065	During an argument between friends, one of them accused me of á taking advantage of some other friends who usually come to the á university in my car, saying that I ask them too much money for á the petrol.	3
4066	When I learned that two of my friends had had a serious car accident.	4
4067	A young man was insulting and humiliating a drunken man.	5
4068	My aunt phoned me to ask me why I had refused the her invitation á to dinner at her home on the New Year's Eve.	6
4069	I was with a girl one night and then did not call her again, á although she had asked me to do so.	7
4070	When I saw that I had passed an exam.  It was the last chance and á there was a lot at stake.	1
4071	On a trip to Santander we wanted to stop at a curve because a á friend was sick, and the car skidded of the gravel.	2
4072	My cousins were playing at home and one of them broke a decorative á object which was very precious to me.	3
4073	All my friends arranged to go for an afternoon snack and they did á not tell me.  They told me that they did not have my phone number á but I do not think that this was true.	4
4074	When I saw a film where a black was rapeing a girl while another one was á filming it for a pornographic movie.	5
4075	I was swimming in the sea and a wave took the top part of my á bikini away.	6
4076	I was looking after a child and she fell down because I was not á paying her much attention.  One side of her face got bruised.	7
4077	When I pass exams, or when a close friend of mine recovered á from an illness,etc.	1
4078	Fights that I see in the middle of the street, robberies, fear of á darkness when going home.	2
4079	During a family discussion on my future and my prospects as a á student, they accused me of not bothering about looking for a job to á assume my financial situation.	3
4080	Some people whom I do not like at all, and one of the reasons is á their physical appearance.	5
4081	For example, to feel bad because of one's attire, to be among á people who do not belong to the same social class, to give a á wrong answer in class, to be surprised in particular situations.	6
4082	Some of my friends had an argument.  I had earlier phoned one á of them and that may have influenced him to argue.	7
4083	When I met a very close friend of mine after one year of á separation.	1
4084	There was an earthquake for several minutes and I was on the á eight floor.	2
4085	An argument among several friends because of the irrational á behavior of one of them who fell out with us for no reason and á said that we were to blame.	3
4086	A class-mate died after being two months in coma, after a car á accident.	4
4087	Pictures of Nazi extermination camps on a T.V program.	5
4088	Equivocal situation when filling a security questionnaire on á entering a government building with several people there.	6
4089	I left a boy with whom I was going around without giving him any á explanations.	7
4090	When my sister was born.	1
4091	When they tried to rob me.	2
4092	When I failed an exam unfairly.	3
4093	When my grandmother died.	4
4094	When I see dead dogs on the road.	5
4095	When I went to see the doctor and had to take my clothes off so á that he could examine me.	6
4096	When my parents quarelled over something I had done and which was á wrong.	7
4097	When my little sister was born.	1
4098	When I was attending an authorized demonstrationand the police á rushed brutally at the demonstrators, without any warning.	2
4099	When a professor of this faculty laughed at, and was suspicious of á a composition written by a class-mate and me.	3
4100	The death of a relative, friend, or someone I esteem.	4
4101	When I saw a very disagreable scene.	5
4102	When I had to represent my boss at a meeting.	6
4103	When I inadvertantly made some close friends and relatives feel á bad.	7
4104	When I passed an exam.	1
4105	When they threatened me with a knife to take my money.	2
4106	When I failed an exam I thought I would pass.	3
4107	When my dog died.	4
4108	When I saw an accident where the man lost his head.	5
4109	When I tripped while getting on a bus.	6
4110	When I hurt a person's feelings.	7
4111	I had not seen my brother for five years as he was not in Spain.   á When he arrived at the airport, I felt great joy.	1
4112	When two drug addicts tried to take away my money.	2
4113	When I saw my brother being attacked and I could not do anything.	3
4114	When a class-mate died.	4
4115	When a person saw that I was accused of something I had not done á and did not do anything to defend me.	5
4116	When inadvertantly I found myself in the ladies room.	6
4117	When I broke something and a friend of mine was blamed.	7
4118	I got my driving licence after they had frightened me with it's á difficulty.	1
4119	When I had to walk over three kms through a field which had wild bulls, á because my car had broken down.	2
4120	When I saw a man hitting a child of 2 years without any consideration, á simply because the child had been leaning against a window.	3
4121	A friend of mine who was driving a car ahead of me died in a á car accident.	4
4122	When I had to dissect a live mouse at school.	5
4123	When I was a child I had to recite a poem in a show at the end of á the term.	6
4124	When I saw a program on Ethiopia on T.V, a fews hours earlier I á had thrown away some clothes and food.	7
4125	When I saw that the mark I had obtained in an exam was a good á one.	1
